,0
0,1373.8517004918986
1,1585.8110534573223
2,1590.2318801534664
3,1192.6670409805304
4,1463.515118963447
5,1071.7129934343793
6,1136.80982158846
7,1072.6843921074144
8,1555.2279947203579
9,1126.8833404337781
10,1156.028528256524
11,1128.5913724469847
12,1600.1655161156448
13,1197.8347778469918
14,1118.4793683664398
15,1593.1633387485101
16,1458.825198022627
17,1164.6524482392078
18,1470.600555845407
19,1413.9092242608608
20,1574.7689121812277
21,1489.8665058111667
22,1112.4804155522381
23,1520.3547159449918
24,1050.6263137925073
25,1141.2965610688905
26,1078.61243413485
27,1612.8025659589591
28,1582.547228720487
29,1275.671889776399
30,1070.872234114575
31,1412.3820342840563
32,1598.830951341971
33,1313.851414111289
34,1568.876529264211
35,1472.4449438179072
36,1573.8360622314283
37,1414.8847538259824
38,1538.071564433101
39,1577.708768379034
40,1059.1039677585677
41,1528.9205401723307
42,1481.6942802498845
43,1182.1956367062526
44,1489.04204718545
45,1581.0000289415182
46,1400.3887172077318
47,1215.4538158213131
48,1271.579943352666
49,1384.2104271599294
50,1149.104338789286
51,1482.6260242189478
52,1397.4031144711328
53,1507.5981638804847
54,1500.7509218896707
55,1551.2516505344256
56,1527.8419055493023
57,1538.3215478077336
58,1249.1214304418004
59,1520.581041797715
60,1572.00620060882
61,1074.9809194471188
62,1194.955669709982
63,1411.334660973332
64,1400.4912413557204
65,1504.7967999618425
66,1289.932441602997
67,1573.8518810455455
68,1482.0514470637456
69,1518.3751859627955
70,1572.422030185137
71,1250.4879852523152
72,1499.7128871529326
73,1547.8056438031836
74,1493.1898493035744
75,1421.8808261326867
76,1570.6652963834729
77,1507.9172530264175
78,1564.344070251448
79,1192.951160635462
80,1411.5074608547527
81,1256.8028123665376
82,1567.4823439883796
83,1528.7715187609742
84,1238.0854120193146
85,1569.273412672226
86,1547.5169888128062
87,1548.5137568063315
88,1412.4275554967983
89,1585.8805493881844
90,1388.3711821661323
91,1535.661841188279
92,1607.521669006067
93,1097.9475421792822
94,1556.3549802585528
95,1162.3834256827015
96,1420.7416564589566
97,1570.683658513439
98,1148.5818698803187
99,1586.4699877626003
100,1114.3311868315227
101,1586.359230833322
102,1294.3002413626098
103,1597.8881381523556
104,1142.0453002583033
105,1592.2521101575676
106,1549.11936395964
107,1493.7224015204504
108,1609.9273702414546
109,1516.2872540121925
110,1558.5217913329566
111,1310.5847305254529
112,1556.8241806917642
113,1384.8843887086252
