,0,1,2,3
157,157,[-3.39022686e+03  3.14492183e+02 -2.79677437e-03  8.69221286e-01],511,1039.7542712873294
158,158,[-3.34462943e+03  3.14343938e+02 -2.86211057e-03  8.75030236e-01],766,1040.435891426237
159,159,[-3.25290439e+03  3.15094940e+02 -3.21472369e-03  7.74002791e-01],68,1040.6796089004517
160,160,[-4.01609246e+03  3.14972261e+02 -4.37178455e-03  7.18725041e-01],816,1040.9744808926894
161,161,[-3.04077678e+03  3.14546641e+02 -2.18767053e-03  9.89297166e-01],423,1039.2284289971017
162,162,[-3.41299489e+03  3.14714472e+02 -3.34203828e-03  7.93955079e-01],203,1038.067877769363
163,163,[-3.37435313e+03  3.15094616e+02 -3.70561804e-03  8.43517376e-01],294,1040.73958019773
164,164,[-2.88341985e+03  3.15579486e+02 -2.46396867e-03  1.00610247e+00],220,1038.0142775201593
165,165,[-3.60488909e+03  3.14733840e+02 -2.82537038e-03  7.93786787e-01],547,1036.0909190522284
166,166,[-3.64332077e+03  3.15529593e+02 -5.14953764e-03  7.11312175e-01],708,1037.7635411205895
167,167,[-3.00058833e+03  3.14798073e+02 -2.45702311e-03  9.08844744e-01],26,1039.6730432523864
168,168,[-3.78716899e+03  3.14695714e+02 -3.99367661e-03  7.69328697e-01],194,1037.6091519437073
169,169,[-3.75412150e+03  3.14863407e+02 -4.22484432e-03  7.62391954e-01],534,1040.2621244388465
170,170,[-3.13420821e+03  3.15613080e+02 -3.25821993e-03  9.27739182e-01],819,1039.5592613145864
171,171,[-3.54053039e+03  3.14003631e+02 -3.84406240e-03  8.36443475e-01],522,1037.3328851539848
172,172,[-3.30455051e+03  3.15525262e+02 -3.63660225e-03  8.62557326e-01],580,1039.442926290174
173,173,[-2.92511167e+03  3.14964349e+02 -1.96903974e-03  1.05896588e+00],233,1036.346395573465
174,174,[-3.36993337e+03  3.15083929e+02 -3.31472858e-03  7.72978905e-01],809,1000.2754520821082
175,175,[-3.37351581e+03  3.15383942e+02 -2.67065427e-03  8.84608134e-01],435,992.0178373161341
176,176,[-3.02269082e+03  3.15312899e+02 -1.71111497e-03  9.90126444e-01],408,1024.8853286729668
177,177,[-3.32346319e+03  3.14618933e+02 -1.72251505e-03  8.55010575e-01],695,1033.0487991959087
178,178,[-4.02704945e+03  3.14028249e+02 -4.85984219e-03  6.77445593e-01],263,1026.2549874037861
179,179,[-3.48246661e+03  3.14752311e+02 -3.00293042e-03  8.86573333e-01],191,1036.8862368990972
180,180,[-3.82646880e+03  3.14554500e+02 -3.78606437e-03  7.32072766e-01],420,1035.6601662382943
181,181,[-3.47525414e+03  3.14629769e+02 -3.84916361e-03  7.86822646e-01],161,1036.955123117553
182,182,[-3.41574703e+03  3.14993038e+02 -4.03022508e-03  7.74829487e-01],886,1034.1394883048363
183,183,[-3.69256193e+03  3.15274522e+02 -3.51283628e-03  7.73431352e-01],717,1038.2138668700234
184,184,[-3.06421562e+03  3.15529101e+02 -2.86603107e-03  9.19054091e-01],127,1040.0626581777822
185,185,[-3.48590190e+03  3.15313250e+02 -3.40923609e-03  7.82852866e-01],277,1041.452963598443
186,186,[-3.84136616e+03  3.14938650e+02 -4.99125622e-03  7.03839118e-01],583,1040.4337233566737
187,187,[-3.02330486e+03  3.15447893e+02 -3.65507233e-03  9.14233351e-01],455,1039.6918945148527
188,188,[-3.67113125e+03  3.15525437e+02 -4.95504172e-03  7.77482106e-01],213,1038.1858127763549
189,189,[-3.58529060e+03  3.14349093e+02 -3.82666329e-03  8.12737562e-01],957,1037.2194547121792
190,190,[-2.72669875e+03  3.15237412e+02 -1.99038406e-03  9.82236747e-01],406,1041.578094694722
191,191,[-3.80133202e+03  3.14687643e+02 -3.59992875e-03  7.62980129e-01],63,1039.239047662056
192,192,[-3.16997702e+03  3.15377447e+02 -2.47306904e-03  9.12990044e-01],746,1041.2682571387961
193,193,[-3.81470694e+03  3.15378050e+02 -4.78574896e-03  7.16478298e-01],210,1041.1786638254548
194,194,[-3.68516957e+03  3.15320760e+02 -5.87512558e-03  6.69405622e-01],339,1039.3069102986694
195,195,[-3.09008831e+03  3.15879387e+02 -3.02776058e-03  9.16191952e-01],94,1038.4227426255293
196,196,[-3.52034920e+03  3.14172167e+02 -2.86927892e-03  8.10907077e-01],543,1036.057071155639
197,197,[-3.84736628e+03  3.14663148e+02 -5.81739642e-03  7.35872469e-01],78,1038.8549641670763
198,198,[-3.25350676e+03  3.15213683e+02 -3.97907090e-03  8.67693473e-01],758,1039.518585926202
199,199,[-3.62765273e+03  3.14725633e+02 -3.97241026e-03  7.74914022e-01],707,1041.1812086648583
200,200,[-3.59374533e+03  3.14908928e+02 -4.04005888e-03  8.24313589e-01],733,1040.9562151930731
201,201,[-3.03108272e+03  3.14790355e+02 -3.42382535e-03  8.39018709e-01],346,1038.4015838694909
202,202,[-3.38544729e+03  3.15023644e+02 -2.81950983e-03  8.19119223e-01],413,1041.9327806057215
203,203,[-3.47153737e+03  3.14425675e+02 -3.85029472e-03  8.77308008e-01],827,1039.3731208687234
204,204,[-3.10302374e+03  3.15411331e+02 -2.92091030e-03  9.40789895e-01],824,1040.6242841781007
205,205,[-3.42249881e+03  3.14456079e+02 -2.84139571e-03  8.69616728e-01],754,1039.425604814877
206,206,[-3.56778013e+03  3.14676505e+02 -4.62887485e-03  8.43134915e-01],894,1039.726491017529
207,207,[-3.23137997e+03  3.15592983e+02 -3.06757200e-03  8.61815396e-01],441,1037.606793068799
208,208,[-3.56407938e+03  3.14958943e+02 -3.76625140e-03  8.06298596e-01],532,1039.5451729730066
209,209,[-3.92959570e+03  3.14939077e+02 -5.20277135e-03  7.18273946e-01],598,1040.395898785109
210,210,[-3.25386581e+03  3.14509401e+02 -2.08663248e-03  8.24888023e-01],218,1039.1389189925558
211,211,[-3.59766406e+03  3.14692875e+02 -3.17606241e-03  7.91563789e-01],677,1040.3591691061606
212,212,[-3.68593506e+03  3.14739176e+02 -5.31521550e-03  7.49280910e-01],402,1038.4355760726871
213,213,[-2.93776051e+03  3.15219982e+02 -2.69870347e-03  1.00293447e+00],298,1039.1835046248364
214,214,[-3.42332640e+03  3.15521559e+02 -3.51721445e-03  7.40327421e-01],757,1041.6889677035567
215,215,[-3.58404536e+03  3.15074734e+02 -4.72944218e-03  7.59106595e-01],726,1040.8531426218244
216,216,[-3.18444749e+03  3.15570351e+02 -2.86077675e-03  9.02412421e-01],828,1040.3984953534766
217,217,[-3.58979256e+03  3.14728825e+02 -3.07828191e-03  7.70460024e-01],585,1035.6306548646178
218,218,[-3.51671879e+03  3.14652289e+02 -3.77028279e-03  8.76827763e-01],240,1038.9628381534183
219,219,[-3.21327456e+03  3.14965842e+02 -2.94165071e-03  8.55106636e-01],222,1036.257972957968
220,220,[-3.46873088e+03  3.14359333e+02 -2.89652435e-03  8.37952738e-01],716,1039.364506206474
221,221,[-3.11460112e+03  3.15321199e+02 -2.72193703e-03  8.81536582e-01],719,1041.149373113609
222,222,[-3.15876096e+03  3.14842257e+02 -2.23599858e-03  8.48542136e-01],763,1038.9047661173931
223,223,[-3.67828747e+03  3.15636444e+02 -3.45491270e-03  7.66775469e-01],400,1031.9986864405814
224,224,[-2.91118306e+03  3.15275327e+02 -2.27723743e-03  1.04668453e+00],197,1038.7829463115152
225,225,[-3.19825597e+03  3.14576463e+02 -2.41895970e-03  8.66868941e-01],397,1040.2752529247582
226,226,[-3.75282820e+03  3.15167825e+02 -4.51572005e-03  7.22820666e-01],153,1037.7143438131297
227,227,[-3.15736051e+03  3.15046759e+02 -3.20416067e-03  8.49134095e-01],333,1037.1169548543432
228,228,[-3.47163649e+03  3.14352592e+02 -2.55069312e-03  8.65119670e-01],540,1037.0638150512837
229,229,[-3.36898432e+03  3.15738737e+02 -2.89906791e-03  8.98312195e-01],224,1032.4726179246138
230,230,[-3.61685051e+03  3.15952362e+02 -4.49119750e-03  7.48919079e-01],130,1035.7809796224767
231,231,[-3.69230042e+03  3.14363580e+02 -3.23866887e-03  8.46680791e-01],630,1036.7060796523233
232,232,[-3.40130024e+03  3.15154936e+02 -3.77966541e-03  8.22192029e-01],409,1038.5614640752528
233,233,[-3.35496332e+03  3.14842746e+02 -3.11445444e-03  7.79713578e-01],267,1039.2743720413825
234,234,[-3.52032892e+03  3.15164192e+02 -4.44455693e-03  8.35255046e-01],48,1037.6563340339235
235,235,[-3.34181342e+03  3.15584829e+02 -3.52944979e-03  9.29760767e-01],443,1040.4723987647928
236,236,[-3.81618030e+03  3.15437267e+02 -4.06396893e-03  6.94075580e-01],434,1039.8614922007996
237,237,[-3.61388131e+03  3.14515321e+02 -4.46680636e-03  8.13682714e-01],276,1036.4968622529548
238,238,[-3.20795794e+03  3.15342371e+02 -2.96660402e-03  8.16849063e-01],427,1038.1744655979633
239,239,[-3.64078423e+03  3.14596470e+02 -3.92030683e-03  7.90685708e-01],152,1036.0772640746309
240,240,[-3.13586942e+03  3.14767166e+02 -2.78377368e-03  9.53679798e-01],16,1038.916896430666
241,241,[-3.52542251e+03  3.15375015e+02 -3.61608951e-03  8.14807628e-01],556,1040.2815175077187
242,242,[-3.70676507e+03  3.14925381e+02 -5.00996713e-03  7.45186823e-01],73,1039.5160451165427
243,243,[-3.33767024e+03  3.15049236e+02 -3.89265900e-03  8.73883605e-01],249,1040.5506955434264
244,244,[-3.79897577e+03  3.14601454e+02 -3.32530332e-03  7.81940638e-01],275,1038.535417633061
245,245,[-3.21578565e+03  3.15537042e+02 -3.27918856e-03  8.70564887e-01],377,1035.9337488578074
246,246,[-3.43891676e+03  3.15219139e+02 -3.31499313e-03  8.30683546e-01],588,1020.7698743244891
247,247,[-3.68002489e+03  3.15224277e+02 -2.70283066e-03  6.92910140e-01],691,1003.8317251046071
248,248,[-3.55891772e+03  3.15293246e+02 -2.09160193e-03  7.65190370e-01],396,1030.8005464209257
249,249,[-3.94231460e+03  3.14911092e+02 -4.56097988e-03  6.58446531e-01],899,1038.6959991394833
250,250,[-3.26101071e+03  3.15378530e+02 -2.60243171e-03  8.76717161e-01],313,1035.3067217323903
251,251,[-3.50212620e+03  3.14612783e+02 -2.37936039e-03  8.02014346e-01],337,1035.868882077973
252,252,[-3.27602274e+03  3.14904598e+02 -2.34599072e-03  9.14786977e-01],297,1039.684617522322
253,253,[-2.91512942e+03  3.14561237e+02 -1.96191253e-03  9.67586613e-01],318,1038.1407210931704
254,254,[-3.42710204e+03  3.15401769e+02 -3.05357940e-03  7.96647989e-01],836,1035.486655250752
255,255,[-2.90828797e+03  3.14552580e+02 -2.14466283e-03  9.26733635e-01],929,1024.707235458285
256,256,[-3.21916869e+03  3.15022601e+02 -1.89768678e-03  8.21198117e-01],689,1037.5593434653379
