,0,1,2,3
0,0,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],430,985.4435194568796
1,1,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],466,981.0308486803968
2,2,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],796,983.3187478483085
3,3,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],685,983.2711509745264
4,4,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],809,961.9934553050598
5,5,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],359,961.0596312523554
6,6,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],641,983.6144667782168
7,7,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],560,961.9221667837725
8,8,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],845,967.884198681818
9,9,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],770,972.9495647046252
10,10,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],817,960.1316123198656
11,11,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],767,968.3835392056594
12,12,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],485,970.7009054427504
13,13,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],532,980.2462250365213
14,14,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],515,986.6565906019391
15,15,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],678,982.0333661050154
16,16,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],566,987.2241247552626
17,17,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],557,989.5732740029995
18,18,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],605,973.7831806309499
19,19,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],229,967.0573768604702
20,20,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],898,975.5106624464136
21,21,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],611,980.6032949213018
22,22,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],808,976.6593757616437
23,23,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],994,976.9422346746994
24,24,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],906,973.5556199599458
25,25,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],805,984.7908577830464
26,26,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],514,977.7270242559899
27,27,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],811,977.8448350795842
28,28,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],667,990.8879303720911
29,29,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],581,965.8682017489557
30,30,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],556,985.2480716024122
31,31,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],745,972.2549990803002
32,32,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],534,969.8682276628272
33,33,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],988,964.1843908309623
34,34,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],804,971.0878412915373
35,35,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],756,969.0543832505768
36,36,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],413,989.0902080597972
37,37,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],959,984.8946636411015
38,38,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],928,982.1083893730628
39,39,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],658,984.4994669807396
40,40,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],836,985.330128243269
41,41,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],704,969.5442323642694
42,42,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],806,988.3892264523773
43,43,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],803,988.2861324658071
44,44,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],825,974.6313268080231
45,45,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],821,970.3408491975157
46,46,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],929,974.9851063298454
47,47,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],887,978.7390283921573
48,48,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],960,991.15619811252
49,49,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],370,954.5691153603009
50,50,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],703,974.6345387636992
51,51,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],371,972.4992192792613
52,52,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],310,983.3733356071621
53,53,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],307,948.4867588603541
54,54,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],965,978.667360121393
55,55,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],234,976.1148576257804
56,56,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],778,958.9526435887303
57,57,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],913,966.1610105024304
58,58,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],419,961.8041746468185
59,59,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],526,970.0076540101566
60,60,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],474,970.9472997322524
61,61,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],903,958.3055489600273
62,62,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],228,979.7484439227004
63,63,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],763,979.2757898744118
64,64,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],819,968.6715852426194
65,65,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],861,978.1906661293689
66,66,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],649,988.2142187435923
67,67,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],777,976.3204306172233
68,68,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],479,975.3118366887841
69,69,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],465,980.9687103755127
70,70,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],714,982.118058093783
71,71,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],999,982.0601663392285
72,72,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],677,981.3931135140841
73,73,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],874,969.7305379941563
74,74,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],275,981.3678233227929
75,75,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],860,978.4280439563363
76,76,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],409,988.6475458847863
77,77,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],431,975.4500698438436
78,78,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],501,979.2683975218453
79,79,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],543,974.3426481309416
80,80,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],786,990.3468827980978
81,81,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],375,946.88825393489
82,82,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],406,978.5258513490867
83,83,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],624,977.614418614545
84,84,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],655,969.4568168294246
85,85,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],826,985.978744768226
86,86,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],654,980.9527965572179
87,87,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],785,968.3361767865754
88,88,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],458,965.7518454890651
89,89,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],857,971.342175258638
90,90,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],529,982.026522876657
91,91,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],697,984.7225357312795
92,92,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],286,971.2845548285736
93,93,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],272,986.9172583078454
94,94,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],588,975.4210993199869
95,95,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],231,975.9653120873554
96,96,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],364,974.6406794261871
97,97,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],644,977.6926248818592
98,98,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],871,980.5073562086844
99,99,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],802,965.4411137764037
100,100,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],439,984.9639776194562
101,101,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],480,962.2879014322922
102,102,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],866,964.7346081230181
103,103,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],718,964.1148601389856
104,104,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],536,976.1242578599829
105,105,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],410,977.5049570060952
106,106,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],245,974.9118131857989
107,107,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],764,947.3062858325387
108,108,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],937,953.8998925943014
109,109,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],741,970.8423057799545
110,110,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],784,970.7227531444398
111,111,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],726,957.3887332136778
112,112,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],747,987.6990293891055
113,113,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],1006,985.722922172552
114,114,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],178,984.9192114980187
115,115,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],551,978.7942666612463
116,116,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],457,985.7862733330953
117,117,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],1008,985.2249242470276
118,118,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],583,981.1368729389345
119,119,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],342,980.8072048273574
120,120,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],867,984.595999347844
121,121,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],855,982.7226871739534
122,122,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],621,984.7254042689129
123,123,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],519,981.7122854219831
124,124,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],762,985.3304890356321
125,125,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],538,982.2312440130645
126,126,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],816,985.8261386050042
127,127,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],759,955.6166812679364
128,128,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],981,991.6620644193844
129,129,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],207,992.6017312808808
130,130,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],220,993.5749902290031
131,131,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],531,985.0827026727949
132,132,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],727,989.0085621992309
133,133,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],948,978.5962474772009
134,134,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],798,986.5704166106688
135,135,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],782,977.6564300544591
136,136,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],468,987.8784234843275
137,137,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],222,989.2183690981042
138,138,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],449,990.4576915643569
139,139,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],687,976.9103804219376
140,140,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],1007,987.9551249924544
141,141,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],309,978.2207368515859
142,142,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],936,979.8241547231382
143,143,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],318,988.0860976825517
144,144,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],130,980.892277921353
145,145,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],632,964.7807695480659
146,146,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],875,988.6096694671966
147,147,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],838,984.4663567245229
148,148,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],348,982.3788851234242
149,149,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],213,972.6147491982312
150,150,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],998,978.0789006941892
151,151,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],586,987.5561493017051
152,152,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],600,985.491248705993
153,153,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],1016,972.3384201100317
154,154,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],580,992.1157700215853
155,155,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],971,947.5956861433427
156,156,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],643,984.5508721865209
157,157,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],354,980.1354359633084
158,158,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],274,985.9409054793064
159,159,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],990,981.0041748784324
160,160,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],615,988.5363316616489
161,161,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],633,968.6764418142722
162,162,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],548,987.5611885627189
163,163,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],356,982.267202943324
164,164,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],901,959.982318542534
165,165,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],859,981.903076116242
166,166,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],639,972.6231167221562
167,167,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],438,982.5754597474476
168,168,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],298,982.8810129636821
169,169,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],689,992.3032624988156
170,170,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],565,972.9533562862247
171,171,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],842,962.2304895138079
172,172,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],329,974.6964999943215
173,173,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],973,982.6580316135502
174,174,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],323,989.8118972323789
175,175,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],917,976.5519050930691
176,176,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],237,985.1995602253457
177,177,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],686,980.9697154205387
178,178,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],604,994.0805483045234
179,179,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],922,989.6545184691428
180,180,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],279,984.3756793742683
181,181,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],789,986.5816149512814
182,182,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],979,984.8138284702803
183,183,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],304,973.4014092873622
184,184,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],896,969.112839463006
185,185,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],662,975.5187950474935
186,186,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],416,983.8425302716719
187,187,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],923,972.1303346616249
188,188,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],656,975.4848589960359
189,189,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],539,984.4994215476013
190,190,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],506,986.3972474218132
191,191,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],761,989.2020221506622
192,192,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],970,990.3844759919042
193,193,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],666,988.4990213374816
194,194,[ 5.42985621e+04  1.58924583e+03 -3.17995200e-02  5.65595637e-01],453,990.1349266415028
